reagentMWP,A,2,SlideAdapter2,-8.85,-17.55
17061E09131DF3000,3.334,-12.144,SlideAdapter2,-8.85,-13.05
reagentMWP,A,2,SlideAdapter2,-8.85,-13.05
17061E09131DF3000,3.486,37.565,SlideAdapter2,-8.85,-8.55
reagentMWP,A,2,SlideAdapter2,-8.85,-8.55
17061E09131DF3000,3.521,-33.332,SlideAdapter2,-4.35,-22.05
reagentMWP,A,2,SlideAdapter2,-4.35,-22.05
17061E09131DF3000,4.105,-30.770,SlideAdapter2,-4.35,-17.55
reagentMWP,A,2,SlideAdapter2,-4.35,-17.55
17061E09131DF3000,4.650,1.300,SlideAdapter2,-4.35,-13.05
reagentMWP,A,2,SlideAdapter2,-4.35,-13.05
17061E09131DF3000,4.966,-3.162,SlideAdapter2,-4.35,-8.55
reagentMWP,A,2,SlideAdapter2,-4.35,-8.55
17061E09131DF3000,5.022,-21.562,SlideAdapter2,0.15,-22.05
reagentMWP,A,2,SlideAdapter2,0.15,-22.05
17061E09131DF3000,5.114,-16.573,SlideAdapter2,0.15,-17.55
reagentMWP,A,2,SlideAdapter2,0.15,-17.55
17061E09131DF3000,5.118,-1.021,SlideAdapter2,0.15,-13.05
reagentMWP,A,2,SlideAdapter2,0.15,-13.05
17061E09131DF3000,5.214,-5.539,SlideAdapter2,0.15,-8.55
reagentMWP,A,2,SlideAdapter2,0.15,-8.55
17061E09131DF3000,5.267,21.310,SlideAdapter2,4.65,-22.05
reagentMWP,A,2,SlideAdapter2,4.65,-22.05
17061E09131DF3000,5.452,4.593,SlideAdapter2,4.65,-17.55
reagentMWP,A,2,SlideAdapter2,4.65,-17.55
17061E09131DF3000,5.463,10.419,SlideAdapter2,4.65,-13.05
reagentMWP,A,2,SlideAdapter2,4.65,-13.05
17061E09131DF3000,5.578,-16.223,SlideAdapter2,4.65,-8.55
reagentMWP,A,2,SlideAdapter2,4.65,-8.55
17061E09131DF3000,6.024,18.852,SlideAdapter2,9.15,-22.05
reagentMWP,A,2,SlideAdapter2,9.15,-22.05
17061E09131DF3000,6.486,2.665,SlideAdapter2,9.15,-17.55
reagentMWP,A,2,SlideAdapter2,9.15,-17.55
17061E09131DF3000,6.563,-19.189,SlideAdapter2,9.15,-13.05
reagentMWP,A,2,SlideAdapter2,9.15,-13.05
17061E09131DF3000,6.597,-29.742,SlideAdapter2,9.15,-8.55
reagentMWP,A,2,SlideAdapter2,9.15,-8.55
17061E09131DF3000,6.628,-32.662,SlideAdapter2,13.65,-22.05
reagentMWP,A,2,SlideAdapter2,13.65,-22.05
17061E09131DF3000,6.774,32.931,SlideAdapter2,13.65,-17.55
reagentMWP,A,2,SlideAdapter2,13.65,-17.55
17061E09131DF3000,6.895,-12.389,SlideAdapter2,13.65,-13.05
reagentMWP,A,2,SlideAdapter2,13.65,-13.05
17061E09131DF3000,7.320,-34.803,SlideAdapter2,13.65,-8.55
reagentMWP,A,2,SlideAdapter2,13.65,-8.55
17061E09131DF3000,7.654,-4.749,SlideAdapter2,18.15,-22.05
reagentMWP,A,2,SlideAdapter2,18.15,-22.05
17061E09131DF3000,7.744,-14.011,SlideAdapter2,18.15,-17.55
reagentMWP,A,2,SlideAdapter2,18.15,-17.55
17061E09131DF3000,8.053,-9.936,SlideAdapter2,18.15,-13.05
reagentMWP,A,2,SlideAdapter2,18.15,-13.05
17061E09131DF3000,8.239,-4.693,SlideAdapter2,18.15,-8.55
reagentMWP,A,2,SlideAdapter2,18.15,-8.55
17061E09131DF3000,8.531,3.904,SlideAdapter2,22.65,-22.05
reagentMWP,A,2,SlideAdapter2,22.65,-22.05
17061E09131DF3000,8.594,-3.604,SlideAdapter2,22.65,-17.55
reagentMWP,A,2,SlideAdapter2,22.65,-17.55
17061E09131DF3000,8.829,8.728,SlideAdapter2,22.65,-13.05
reagentMWP,A,2,SlideAdapter2,22.65,-13.05
17061E09131DF3000,9.011,12.010,SlideAdapter2,22.65,-8.55
reagentMWP,A,2,SlideAdapter2,22.65,-8.55
17061E09131DF3000,9.512,4.414,SlideAdapter2,-26.85,6.25
reagentMWP,A,2,SlideAdapter2,-26.85,6.25
17061E09131DF3000,9.537,-10.999,SlideAdapter2,-26.85,10.75
reagentMWP,A,2,SlideAdapter2,-26.85,10.75
17061E09131DF3000,9.814,-21.989,SlideAdapter2,-26.85,15.25
reagentMWP,A,2,SlideAdapter2,-26.85,15.25
17061E09131DF3000,10.364,-17.621,SlideAdapter2,-26.85,19.75
reagentMWP,A,2,SlideAdapter2,-26.85,19.75
